epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
0,0.10253102935576529,0.06601389524291311,9.997532801828658e-05,soft_hard,43,0.6664621718179342,0.2382822337065093,0.0,0.0,0.0,0.04447867379921359,0.05356024260127433,0.10450149619222592,0.4801483499439809,0.005126954580326935,0.0,0.07016826584128846,0.4523722027622218,0.075798398295831
1,0.05103822401503714,0.06286495917655052,9.990133642141359e-05,soft_hard,43,,,,,,,,,,,,,,
2,0.045980669059967505,0.05684775611205163,9.977809823015401e-05,soft_hard,43,,,,,,,,,,,,,,
3,0.040745001632566974,0.0575110069650003,9.960573506572391e-05,soft_hard,43,,,,,,,,,,,,,,
4,0.038280330091431926,0.0525510754092788,9.93844170297569e-05,soft_hard,43,,,,,,,,,,,,,,
5,0.03613864061130871,0.053077678006344935,9.911436253643445e-05,soft_hard,43,,,,,,,,,,,,,,
6,0.03455592700592655,0.05147787015202585,9.879583809693738e-05,soft_hard,43,,,,,,,,,,,,,,
7,0.03287077265573501,0.04900525230650149,9.842915805643157e-05,soft_hard,43,,,,,,,,,,,,,,
8,0.031862175782672364,0.050543197775457765,9.801468428384717e-05,soft_hard,43,,,,,,,,,,,,,,
9,0.031055808939884088,0.04859498095375003,9.75528258147577e-05,soft_hard,43,,,,,,,,,,,,,,
10,0.028651381558569184,0.052153120806383464,9.70440384477113e-05,soft_hard,43,0.5476754112980629,0.0006754812217992413,9.132422581671257e-07,0.18756725478155348,0.869979671704026,0.540744122106197,0.4193519131299646,0.48569019276014197,0.5512220956539381,0.4203458602374665,0.0,0.13387755772175639,0.27417544625993107,0.36087795813373025
11,0.028420698376596446,0.04756080657596002,9.64888242944126e-05,soft_hard,43,,,,,,,,,,,,,,
12,0.02842699116132004,0.04878822974596463,9.588773128419907e-05,soft_hard,43,,,,,,,,,,,,,,
13,0.027838946997609484,0.04785816133480263,9.5241352623301e-05,soft_hard,43,,,,,,,,,,,,,,
14,0.027172885689651594,0.046003199934113954,9.455032620941843e-05,soft_hard,43,,,,,,,,,,,,,,
15,0.025699556320006783,0.04792078398432292,9.381533400219321e-05,soft_hard,43,,,,,,,,,,,,,,
16,0.025306825511230455,0.046221583284851576,9.303710135019722e-05,soft_hard,43,,,,,,,,,,,,,,
