epoch,train_loss,val_loss,lr,group,seed,train/sim_max_reward_0,test/sim_max_reward_10000,train/mean_score,test/mean_score
0,3.182253897190094,1.1659784317016602,0.0,A,42,0.19597360042377884,0.0,0.19597360042377884,0.0
