epoch,train_loss,train_loss_diff,train_loss_freq,val_loss,lr,group,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
0,0.10578323652644002,0.10578323652644002,0.0,0.06820348560025817,9.999383162408304e-05,E,42,0.19810948504096454,0.0006754812217992413,0.0,0.0,0.0,0.0332277631868395,0.4245456587685045,0.5721668799261467,0.020110120821648144,0.005126954580326935,0.0,0.0,0.0993924831313819,0.10551773772834656
1,0.060889991773426105,0.06060578539058495,0.0002842064006894466,0.06263169883505294,9.997532801828658e-05,E,42,,,,,,,,,,,,,,
2,0.057075089929503595,0.05659049378330723,0.00048459615157210204,0.05656700677385456,9.994449374809851e-05,E,42,,,,,,,,,,,,,,
3,0.054726692137161366,0.05400726099333695,0.0007194311342072761,0.051020969842609606,9.990133642141359e-05,E,42,,,,,,,,,,,,,,
4,0.051713934382854515,0.05087964556534942,0.0008342888824200923,0.047219281708985046,9.98458666866564e-05,E,42,,,,,,,,,,,,,,
5,0.049537557706777514,0.0484397423920033,0.0010978153281424794,0.05371839483840424,9.9778098230154e-05,E,42,,,,,,,,,,,,,,
6,0.04808579377259649,0.04690610242790678,0.001179691336688482,0.04385219373854629,9.9698047772759e-05,E,42,,,,,,,,,,,,,,
7,0.046252093395215285,0.04489087674876696,0.0013612166698630987,0.048430166877152625,9.96057350657239e-05,E,42,,,,,,,,,,,,,,
8,0.04545432281571973,0.04405695764552891,0.0013973651354994786,0.04507022258221057,9.950118288582787e-05,E,42,,,,,,,,,,,,,,
9,0.04316905989538896,0.04171666280259534,0.0014523971063243463,0.0464363567269685,9.938441702975689e-05,E,42,,,,,,,,,,,,,,
10,0.04338569282309005,0.04163302598518143,0.0017526668761161054,0.04199543216739569,9.925546630773869e-05,E,42,0.577470344057499,0.75957825308853,0.6674121439063734,0.6872145197387198,0.9397509743813393,0.035327903855169006,0.5297641675197435,0.7170629728445975,0.7626116528903738,0.5745841302998013,0.022234895925881484,0.23607126895956326,0.6685242985730144,0.5172034630321563
11,0.04263747401277058,0.04064213395292501,0.0019953400464424904,0.041722988837251535,9.911436253643444e-05,E,42,,,,,,,,,,,,,,
12,0.04234132538453053,0.04043822244115685,0.0019031029383837954,0.04387459125892635,9.896114053108829e-05,E,42,,,,,,,,,,,,,,
13,0.04091122914684946,0.03874492498175605,0.002166304126450758,0.04077016623658047,9.879583809693738e-05,E,42,,,,,,,,,,,,,,
14,0.041031533567772574,0.03891316655335541,0.0021183670706752884,0.03862228852026818,9.861849601988384e-05,E,42,,,,,,,,,,,,,,
15,0.04063645967741332,0.03828475300885107,0.0023517066300240423,0.03984731330225865,9.842915805643157e-05,E,42,,,,,,,,,,,,,,
16,0.03991701488310331,0.03719756405011853,0.0027194508484186326,0.04276936392120102,9.822787092288992e-05,E,42,,,,,,,,,,,,,,
17,0.03888718821695059,0.03634891391990252,0.0025382743420151203,0.04130269200786164,9.801468428384718e-05,E,42,,,,,,,,,,,,,,
18,0.03828484182390109,0.0358625933137296,0.0024222485184512326,0.04017838066149699,9.778965073991652e-05,E,42,,,,,,,,,,,,,,
19,0.03942976744646471,0.03668502746023642,0.002744739958691055,0.036832171116481745,9.75528258147577e-05,E,42,,,,,,,,,,,,,,
20,0.037703815252376066,0.03506148281170016,0.0026423324218245526,0.03928140580915568,9.730426794137729e-05,E,42,0.6731588176051505,0.6984249844643305,0.4644946160112288,0.6516717735469786,0.9303263714180942,0.7254121501171132,0.6740842438568919,0.5405025634254134,0.9404526869136961,0.11429106019220435,0.9610483472809136,0.5263405063983715,0.6857919010347405,0.6528624319160905
21,0.036244512384495976,0.03357906112346376,0.0026654512663470266,0.038977573135573616,9.70440384477113e-05,E,42,,,,,,,,,,,,,,
