epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
67,0.01801645738683137,0.041230574894000734,2.320866025105019e-05,uniform,43,,,,,,,,,,,,,,
68,0.01811026909347709,0.04501871850526502,2.1895831107393498e-05,uniform,43,,,,,,,,,,,,,,
69,0.01757547902460932,0.042288894206285475,2.061073738537638e-05,uniform,43,,,,,,,,,,,,,,
70,0.01641536260064606,0.047755707996133955,1.9354647317351198e-05,uniform,43,1.0,0.9987534092201462,0.9726869269238854,0.9908636163573578,0.40905946512914315,1.0,0.8986057933120719,0.6557058906282021,1.0,0.7847274365105057,0.9128504458743125,0.5774213177566193,0.9993767046100731,0.8201920892492097
71,0.01668212280197576,0.04210490771166399,1.812880051256554e-05,uniform,43,,,,,,,,,,,,,,
72,0.017018871572987867,0.047349734917001236,1.693440673381744e-05,uniform,43,,,,,,,,,,,,,,
73,0.016921177601863194,0.044033835734951864,1.577264470356559e-05,uniform,43,,,,,,,,,,,,,,
74,0.015883293494845952,0.04890274878417364,1.464466094067265e-05,uniform,43,,,,,,,,,,,,,,
75,0.015856180730650843,0.04906010772090572,1.3551568628929456e-05,uniform,43,,,,,,,,,,,,,,
76,0.015174220051506647,0.05054192480325135,1.249444651847704e-05,uniform,43,,,,,,,,,,,,,,
77,0.015777373020222214,0.04600486993155581,1.1474337861210562e-05,uniform,43,,,,,,,,,,,,,,
78,0.015009765760393598,0.048535161572739696,1.0492249381215497e-05,uniform,43,,,,,,,,,,,,,,
79,0.015055570799965688,0.05278711060114892,9.549150281252648e-06,uniform,43,,,,,,,,,,,,,,
80,0.014905231498727793,0.04972615535062767,8.645971286271927e-06,uniform,43,1.0,0.9722992405364358,0.9848782667484365,0.725020879424755,1.0,1.0,0.9430410577027705,1.0,0.9807951021420087,1.0,1.0,0.973074666648455,0.9861496202682178,0.9606809972666426
81,0.014416598630063324,0.048549465392991445,7.78360372489927e-06,uniform,43,,,,,,,,,,,,,,
82,0.014538728674997862,0.05341377670570644,6.962898649802823e-06,uniform,43,,,,,,,,,,,,,,
83,0.014320053695710273,0.05417302706813876,6.184665997806831e-06,uniform,43,,,,,,,,,,,,,,
84,0.01449092135032826,0.05704718927674471,5.449673790581619e-06,uniform,43,,,,,,,,,,,,,,
85,0.013639573126263575,0.054376449280068385,4.75864737669904e-06,uniform,43,,,,,,,,,,,,,,
86,0.014414611778607374,0.053226053556229204,4.112268715800961e-06,uniform,43,,,,,,,,,,,,,,
87,0.013896869220037774,0.05426462835194125,3.5111757055874383e-06,uniform,43,,,,,,,,,,,,,,
88,0.01393634480106662,0.05095533406974012,2.9559615522887324e-06,uniform,43,,,,,,,,,,,,,,
89,0.013454759590912763,0.05035165231586841,2.4471741852423276e-06,uniform,43,,,,,,,,,,,,,,
90,0.012736756822211842,0.057966218935435826,1.9853157161528557e-06,uniform,43,1.0,1.0,1.0,0.982896435201231,0.9745301955930605,0.981227611970799,0.9379838133167032,0.4518465570670052,1.0,0.9963944065164021,1.0,1.0,1.0,0.93248790196652
91,0.013821445436521192,0.05315052912776671,1.5708419435684545e-06,uniform,43,,,,,,,,,,,,,,
92,0.013470244356620795,0.050994483414095064,1.2041619030626358e-06,uniform,43,,,,,,,,,,,,,,
93,0.013288866850715852,0.05090410011571702,8.856374635655655e-07,uniform,43,,,,,,,,,,,,,,
94,0.013299886009134971,0.0556118082002479,6.155829702431181e-07,uniform,43,,,,,,,,,,,,,,
95,0.013509872583694509,0.057098683444056525,3.9426493427611245e-07,uniform,43,,,,,,,,,,,,,,
96,0.013297706999085826,0.05911096629838571,2.2190176984600058e-07,uniform,43,,,,,,,,,,,,,,
97,0.013165389870146446,0.0548516057739937,9.866357858642222e-08,uniform,43,,,,,,,,,,,,,,
98,0.013145807299155468,0.058099611702399336,2.467198171342004e-08,uniform,43,,,,,,,,,,,,,,
99,0.013380512619813642,0.05236420253947835,0.0,uniform,43,,,,,,,,,,,,,,
