epoch,train_loss,train_loss_diff,train_loss_freq,val_loss,lr,group,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
0,0.10665581609812105,0.10665581609812105,0.0,0.06454268158116239,9.999383162408304e-05,A,43,0.1914978897235831,0.0006754812217992413,0.5151323551023418,0.0,0.14051174412283246,0.37509562438003474,0.05356024260127433,0.14827819635597825,0.5620387634467,0.005126954580326935,0.3923985631813646,0.16423005776152944,0.09608668547269117,0.2356372501532383
1,0.061688187185828164,0.061688187185828164,0.0,0.05919223326317807,9.997532801828658e-05,A,43,,,,,,,,,,,,,,
2,0.057997578350514695,0.057997578350514695,0.0,0.05435080889163288,9.994449374809851e-05,A,43,,,,,,,,,,,,,,
3,0.05357918909403107,0.05357918909403107,0.0,0.050087404092575644,9.990133642141359e-05,A,43,,,,,,,,,,,,,,
4,0.05075904034458313,0.05075904034458313,0.0,0.047356477686276675,9.98458666866564e-05,A,43,,,,,,,,,,,,,,
5,0.04892154257815284,0.04892154257815284,0.0,0.04750067224246109,9.9778098230154e-05,A,43,,,,,,,,,,,,,,
6,0.04656688984899039,0.04656688984899039,0.0,0.04686760032333733,9.9698047772759e-05,A,43,,,,,,,,,,,,,,
7,0.045010807957865676,0.045010807957865676,0.0,0.042704154506995044,9.96057350657239e-05,A,43,,,,,,,,,,,,,,
8,0.044383916652413626,0.044383916652413626,0.0,0.04247054808528711,9.950118288582787e-05,A,43,,,,,,,,,,,,,,
9,0.04289147714035043,0.04289147714035043,0.0,0.042133045955682194,9.938441702975689e-05,A,43,,,,,,,,,,,,,,
10,0.0410744888174548,0.0410744888174548,0.0,0.042911617165479816,9.925546630773869e-05,A,43,0.523795480974575,0.3060569813922825,0.0,0.6251130045673567,0.47399946682788924,0.5711720230840096,0.8203271470059611,0.5168813834036111,0.8456368724392598,0.6923100552928635,0.0011002770830118391,0.5013789164597121,0.41492623118342875,0.5047919146163675
11,0.04062603142508895,0.04062603142508895,0.0,0.039376702152597705,9.911436253643444e-05,A,43,,,,,,,,,,,,,,
12,0.04074984138847706,0.04074984138847706,0.0,0.04202033409729917,9.896114053108829e-05,A,43,,,,,,,,,,,,,,
13,0.04017320014109033,0.04017320014109033,0.0,0.04270094325567814,9.879583809693738e-05,A,43,,,,,,,,,,,,,,
14,0.039736443047066916,0.039736443047066916,0.0,0.04147572827395536,9.861849601988384e-05,A,43,,,,,,,,,,,,,,
15,0.03816927599376568,0.03816927599376568,0.0,0.0415129241016176,9.842915805643157e-05,A,43,,,,,,,,,,,,,,
16,0.037065665126716295,0.037065665126716295,0.0,0.04202745558526675,9.822787092288992e-05,A,43,,,,,,,,,,,,,,
17,0.03630615233390627,0.03630615233390627,0.0,0.039961700201756704,9.801468428384718e-05,A,43,,,,,,,,,,,,,,
18,0.03565023906965139,0.03565023906965139,0.0,0.03746485336470125,9.778965073991652e-05,A,43,,,,,,,,,,,,,,
19,0.03628886811681316,0.03628886811681316,0.0,0.03793138857781182,9.75528258147577e-05,A,43,,,,,,,,,,,,,,
20,0.035046554449798324,0.035046554449798324,0.0,0.03572128470414637,9.730426794137729e-05,A,43,0.6762397938717835,0.8982025670140886,0.8214559902820573,0.7509303843653166,0.6855537045188863,0.41312349159039036,0.6246619258117174,0.7262364179004241,0.9671233551672926,0.7316945695032815,0.0,0.5296403904030808,0.7872211804429361,0.6250420229542447
21,0.03376916835830205,0.03376916835830205,0.0,0.03497991301482609,9.70440384477113e-05,A,43,,,,,,,,,,,,,,
22,0.03487285824096172,0.03487285824096172,0.0,0.03571181391535358,9.67722015414934e-05,A,43,,,,,,,,,,,,,,
23,0.03319583346410006,0.03319583346410006,0.0,0.03606749380945314,9.64888242944126e-05,A,43,,,,,,,,,,,,,,
24,0.03308112754875535,0.03308112754875535,0.0,0.03737310022644117,9.619397662556436e-05,A,43,,,,,,,,,,,,,,
25,0.03269176480848095,0.03269176480848095,0.0,0.034293741155107534,9.588773128419907e-05,A,43,,,,,,,,,,,,,,
26,0.03271183745251804,0.03271183745251804,0.0,0.03631381499570031,9.557016383177228e-05,A,43,,,,,,,,,,,,,,
27,0.032445779040233304,0.032445779040233304,0.0,0.03523436147481837,9.524135262330099e-05,A,43,,,,,,,,,,,,,,
28,0.03177550395131347,0.03177550395131347,0.0,0.034372700728040106,9.49013787880308e-05,A,43,,,,,,,,,,,,,,
29,0.030873255306100356,0.030873255306100356,0.0,0.034292659882112594,9.455032620941841e-05,A,43,,,,,,,,,,,,,,
30,0.03110154789225552,0.03110154789225552,0.0,0.03760443056314902,9.418828150443471e-05,A,43,0.6517806675946295,0.5883196058004354,1.0,1.0,0.43051969391013567,0.7226210237702779,0.5075089672740118,0.6484357046558067,0.7635188825222325,0.5481981629210141,0.9634142557835774,0.7266043534259237,0.6200501366975324,0.731082104426298
31,0.030862675430444717,0.030862675430444717,0.0,0.03449791352095052,9.381533400219321e-05,A,43,,,,,,,,,,,,,,
32,0.029697174625802798,0.029697174625802798,0.0,0.034257090923070346,9.343157572190959e-05,A,43,,,,,,,,,,,,,,
33,0.02986550414872126,0.02986550414872126,0.0,0.03645985440018611,9.303710135019721e-05,A,43,,,,,,,,,,,,,,
34,0.029700116777521428,0.029700116777521428,0.0,0.03580420543384644,9.263200821770464e-05,A,43,,,,,,,,,,,,,,
35,0.030134892323433093,0.030134892323433093,0.0,0.03615975850404859,9.221639627510079e-05,A,43,,,,,,,,,,,,,,
36,0.028581447805767244,0.028581447805767244,0.0,0.03560127831696055,9.179036806841354e-05,A,43,,,,,,,,,,,,,,
37,0.028692977323898267,0.028692977323898267,0.0,0.03834887597947679,9.135402871372811e-05,A,43,,,,,,,,,,,,,,
38,0.02719854097187083,0.02719854097187083,0.0,0.03563698313725192,9.09074858712512e-05,A,43,,,,,,,,,,,,,,
39,0.027973868238704302,0.027973868238704302,0.0,0.03575438606061799,9.04508497187474e-05,A,43,,,,,,,,,,,,,,
40,0.02698030111658434,0.02698030111658434,0.0,0.03858771703556074,8.998423292435457e-05,A,43,0.6765382186112818,0.9517402128095668,0.0,0.9706617374568014,0.8044384483660091,0.920465208790898,0.41905155978365344,0.41056467142781594,0.9146533135286443,0.646482726773306,0.0,0.9519331291681247,0.8141392157104244,0.6038250795295252
41,0.02794218660682982,0.02794218660682982,0.0,0.0329162865903572,8.950775061878454e-05,A,43,,,,,,,,,,,,,,
42,0.027745375352619877,0.027745375352619877,0.0,0.037625946969357504,8.902152036691652e-05,A,43,,,,,,,,,,,,,,
43,0.0267722600781067,0.0267722600781067,0.0,0.029658655885686266,8.85256621387895e-05,A,43,,,,,,,,,,,,,,
44,0.026586662225286724,0.026586662225286724,0.0,0.03693902454829949,8.80202982800016e-05,A,43,,,,,,,,,,,,,,
45,0.025635587899205923,0.025635587899205923,0.0,0.03854462791665789,8.750555348152302e-05,A,43,,,,,,,,,,,,,,
46,0.026893599040635353,0.026893599040635353,0.0,0.035379636962292606,8.698155474893052e-05,A,43,,,,,,,,,,,,,,
47,0.02687412863239923,0.02687412863239923,0.0,0.03713947275287998,8.644843137107061e-05,A,43,,,,,,,,,,,,,,
48,0.026168295238284938,0.026168295238284938,0.0,0.03530932511632324,8.590631488815948e-05,A,43,,,,,,,,,,,,,,
49,0.0252655053089809,0.0252655053089809,0.0,0.034538190397951335,8.53553390593274e-05,A,43,,,,,,,,,,,,,,
50,0.025561310052304363,0.025561310052304363,0.0,0.040803195943892985,8.479563982961574e-05,A,43,0.44799606135062137,0.9915505094516406,0.9829734972209054,0.49078508093344625,0.9001632144147383,0.6651739338584866,0.9806198448969354,0.570998781476145,0.9581512086164415,0.5871055803435967,0.9911739440366604,0.7011946572343131,0.719773285401131,0.7828339743031669
51,0.024990379189205932,0.024990379189205932,0.0,0.03358472865735385,8.422735529643446e-05,A,43,,,,,,,,,,,,,,
52,0.02453148728873893,0.02453148728873893,0.0,0.03721167028267333,8.365062567548869e-05,A,43,,,,,,,,,,,,,,
53,0.02503616776950274,0.02503616776950274,0.0,0.03490408321503488,8.306559326618262e-05,A,43,,,,,,,,,,,,,,
