epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
0,0.10090976847748627,0.0688149720757154,9.997532801828658e-05,soft_hard,42,0.19029749660605202,0.0006754812217992413,0.0,0.0,0.0,0.03187271525242837,0.1225740516804702,0.5470993795629927,0.206108564898729,0.008517194283531919,0.02514903816326859,0.0,0.09548648891392564,0.09413209438414208
1,0.05060744890349025,0.06490562935278081,9.990133642141359e-05,soft_hard,42,,,,,,,,,,,,,,
2,0.04472986643983904,0.057975634435812634,9.977809823015401e-05,soft_hard,42,,,,,,,,,,,,,,
3,0.04050678423712806,0.05867975635878873,9.960573506572391e-05,soft_hard,42,,,,,,,,,,,,,,
4,0.038799147386745544,0.05306733377408563,9.93844170297569e-05,soft_hard,42,,,,,,,,,,,,,,
5,0.03612902155257405,0.058293368785004865,9.911436253643445e-05,soft_hard,42,,,,,,,,,,,,,,
6,0.03453718801214697,0.05436442369562492,9.879583809693738e-05,soft_hard,42,,,,,,,,,,,,,,
7,0.03259809718889138,0.0538173794550331,9.842915805643157e-05,soft_hard,42,,,,,,,,,,,,,,
8,0.032119684315515325,0.05369787865824867,9.801468428384717e-05,soft_hard,42,,,,,,,,,,,,,,
9,0.02973943813540564,0.05598358106064169,9.75528258147577e-05,soft_hard,42,,,,,,,,,,,,,,
10,0.029786866324236303,0.05245613232254982,9.70440384477113e-05,soft_hard,42,0.5977801893866553,0.06338408670575733,0.0,0.3380678572881436,0.0683736918185645,0.35897227872908594,0.056208545675531005,0.4570965123647322,0.4219986937373135,0.34334568880013494,0.4772531222440567,0.506843567171876,0.33058213804620634,0.3028159957829438
11,0.028494726323026517,0.04962031666777636,9.64888242944126e-05,soft_hard,42,,,,,,,,,,,,,,
12,0.027484721879762978,0.051465675715160995,9.588773128419907e-05,soft_hard,42,,,,,,,,,,,,,,
13,0.026346072061447817,0.047538452863431814,9.5241352623301e-05,soft_hard,42,,,,,,,,,,,,,,
14,0.02624063114776756,0.04655324201377337,9.455032620941843e-05,soft_hard,42,,,,,,,,,,,,,,
15,0.026375820919681204,0.048845817589838254,9.381533400219321e-05,soft_hard,42,,,,,,,,,,,,,,
16,0.024712317792993585,0.050467933822227154,9.303710135019722e-05,soft_hard,42,,,,,,,,,,,,,,
17,0.023887183169085693,0.04864569323366148,9.22163962751008e-05,soft_hard,42,,,,,,,,,,,,,,
18,0.023714318544346916,0.04859347699634862,9.135402871372814e-05,soft_hard,42,,,,,,,,,,,,,,
19,0.023973424874760056,0.04472759709807864,9.045084971874742e-05,soft_hard,42,,,,,,,,,,,,,,
20,0.022796565048883787,0.04936977065446084,8.950775061878456e-05,soft_hard,42,0.4432524867606161,0.7322940177575298,0.4733709741457568,0.6750076029942407,0.8044879364898109,0.8637229534374352,0.5380835838530508,0.5483844613010017,0.3133779884756557,0.005126954580326935,0.0,0.11440800783249962,0.587773252259073,0.43359704631097784
21,0.021901047628605366,0.049320367723703386,8.852566213878951e-05,soft_hard,42,,,,,,,,,,,,,,
22,0.022024382595559566,0.04924904238105866,8.750555348152303e-05,soft_hard,42,,,,,,,,,,,,,,
23,0.021518905269445485,0.046531550314996326,8.644843137107063e-05,soft_hard,42,,,,,,,,,,,,,,
24,0.020790177368279695,0.04310901224155698,8.535533905932742e-05,soft_hard,42,,,,,,,,,,,,,,
25,0.020667249127216875,0.043226390407142934,8.422735529643448e-05,soft_hard,42,,,,,,,,,,,,,,
26,0.020374954293502057,0.04826391310545436,8.306559326618263e-05,soft_hard,42,,,,,,,,,,,,,,
27,0.01945708499041622,0.04493249170482159,8.187119948743452e-05,soft_hard,42,,,,,,,,,,,,,,
28,0.019760098991591774,0.04456938683594528,8.064535268264887e-05,soft_hard,42,,,,,,,,,,,,,,
29,0.01967166512487887,0.041233443246598826,7.938926261462371e-05,soft_hard,42,,,,,,,,,,,,,,
30,0.019262209410153098,0.04452048490771599,7.810416889260659e-05,soft_hard,42,0.48895395559467303,0.5019909713349596,0.0,0.021489973645340103,0.0,0.09145199819209572,0.5371322383834243,0.6887137941047679,0.3782951541547301,0.15098295240329648,0.5575090634525139,0.5274312528530807,0.4954724634648163,0.2953006427189249
31,0.018819544976799968,0.04936409948164957,7.679133974894988e-05,soft_hard,42,,,,,,,,,,,,,,
32,0.018726072714837085,0.04705521034632336,7.545207078751862e-05,soft_hard,42,,,,,,,,,,,,,,
33,0.0184879554697406,0.045990679132049544,7.408768370508582e-05,soft_hard,42,,,,,,,,,,,,,,
34,0.017835875618103684,0.04721934849625094,7.26995249869774e-05,soft_hard,42,,,,,,,,,,,,,,
35,0.017321093492336168,0.04540766729532104,7.12889645782537e-05,soft_hard,42,,,,,,,,,,,,,,
36,0.017415082898127224,0.04558410190307258,6.985739453173908e-05,soft_hard,42,,,,,,,,,,,,,,
37,0.017349362305628783,0.04733018739835212,6.840622763423397e-05,soft_hard,42,,,,,,,,,,,,,,
38,0.017431191427642823,0.04529646628519945,6.693689601226464e-05,soft_hard,42,,,,,,,,,,,,,,
39,0.01627721740432348,0.04647917930330885,6.545084971874744e-05,soft_hard,42,,,,,,,,,,,,,,
40,0.016180265356425978,0.04647939722462181,6.394955530196154e-05,soft_hard,42,0.9092914599928018,0.7980705728183136,0.0,0.13450958797469068,0.7872006989684823,0.39324337897505957,0.39460942510532104,0.561846445771814,0.42580535583377954,0.7925828304033761,0.0,0.07811055111777597,0.8536810164055577,0.3567908274150299
