epoch,train_loss,train_loss_diff,train_loss_freq,val_loss,lr,group,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
0,0.10660098865775604,0.10660098865775604,0.0,0.06366133947039891,9.997532801828658e-05,D,43,0.19029749660605202,0.0006754812217992413,0.46755696117435275,0.0,0.11369746767795715,0.604057320093612,0.05356024260127433,0.10775406120406666,0.4748022849147758,0.005126954580326935,0.1628555571306725,0.14540442280231422,0.09548648891392564,0.21348152721793526
1,0.061935722900118347,0.061641404593858536,0.00029431833640696994,0.05814644298373103,9.990133642141359e-05,D,43,,,,,,,,,,,,,,
2,0.05835710403721638,0.05797722531612255,0.00037987869957104047,0.05465908672299509,9.977809823015401e-05,D,43,,,,,,,,,,,,,,
3,0.05416231896121149,0.053659026374704426,0.0005032925779330612,0.051584752502875406,9.960573506572391e-05,D,43,,,,,,,,,,,,,,
4,0.05147541594128655,0.05093284671141801,0.0005425692036083149,0.047959259226389814,9.93844170297569e-05,D,43,,,,,,,,,,,,,,
5,0.04957097610001912,0.04896575502264373,0.000605221070795951,0.048131098823696726,9.911436253643445e-05,D,43,,,,,,,,,,,,,,
6,0.04735205268864579,0.04679726040111619,0.0005547923326071502,0.04725690339460758,9.879583809693738e-05,D,43,,,,,,,,,,,,,,
7,0.04568233740474746,0.045123385556507856,0.0005589518733917361,0.044252253809930586,9.842915805643157e-05,D,43,,,,,,,,,,,,,,
8,0.04506427297424643,0.04449761457022138,0.0005666584142654986,0.04238986708355922,9.801468428384717e-05,D,43,,,,,,,,,,,,,,
9,0.04336360516763422,0.04278376511713679,0.0005798400960441229,0.04237713313289427,9.75528258147577e-05,D,43,,,,,,,,,,,,,,
10,0.04147908821240763,0.04088540370443459,0.0005936844615657892,0.0439508238811724,9.70440384477113e-05,D,43,0.9313875749102146,0.6318550376627149,0.0,0.4633229195623484,0.6166647828314362,0.5946884072513033,0.5462002037572021,0.35322956854405047,0.8744186541349225,0.39436462983045706,0.0043555637722393105,0.6888456961944905,0.7816213062864648,0.45360904258784496
11,0.04106357663831544,0.040449701791151746,0.0006138748817878118,0.03977590527905076,9.64888242944126e-05,D,43,,,,,,,,,,,,,,
12,0.041265698618408814,0.040628208335241466,0.0006374902602630432,0.04378593967914863,9.588773128419907e-05,D,43,,,,,,,,,,,,,,
13,0.04076968161337655,0.04010483163668291,0.0006648499545376638,0.042295809622070184,9.5241352623301e-05,D,43,,,,,,,,,,,,,,
14,0.04014295054182611,0.039491462229111506,0.0006514883199329982,0.04353912760532212,9.455032620941843e-05,D,43,,,,,,,,,,,,,,
15,0.03848205001389643,0.03784078855879452,0.0006412614958277072,0.042282195998703614,9.381533400219321e-05,D,43,,,,,,,,,,,,,,
16,0.037356876854009666,0.03670777988183913,0.0006490969418348557,0.04121956475735169,9.303710135019722e-05,D,43,,,,,,,,,,,,,,
17,0.03639050539254352,0.035721052939048675,0.000669452414875863,0.03895080794434968,9.22163962751008e-05,D,43,,,,,,,,,,,,,,
18,0.03600063477937557,0.03529631545364892,0.000704319362837482,0.03723479907334414,9.135402871372814e-05,D,43,,,,,,,,,,,,,,
19,0.03661040670814617,0.03589336846216841,0.0007170382402099549,0.037143359731345596,9.045084971874742e-05,D,43,,,,,,,,,,,,,,
20,0.03522094773405668,0.03449992515158521,0.0007210225832485649,0.03572989449997038,8.950775061878456e-05,D,43,0.9996384815556659,0.0006754812217992413,0.9823083171228204,0.7022092388461464,0.985713048914587,0.6400955874059484,0.6984924818970183,0.35871582573558786,0.8867165936498432,0.7204784756793386,0.9093022225832873,0.7267519242934869,0.5001569813887325,0.7610783716128064
21,0.0336516693601373,0.03299007777830503,0.0006615916100784063,0.0348347265696611,8.852566213878951e-05,D,43,,,,,,,,,,,,,,
22,0.034631579664913065,0.03398140661471488,0.0006501730308570322,0.03471288670285937,8.750555348152303e-05,D,43,,,,,,,,,,,,,,
23,0.033354786382708106,0.032735773366271766,0.0006190130080206392,0.0348936674971107,8.644843137107063e-05,D,43,,,,,,,,,,,,,,
24,0.03278270664719181,0.03217271551573826,0.0006099910994255222,0.037504708322192194,8.535533905932742e-05,D,43,,,,,,,,,,,,,,
25,0.032309571850442184,0.03170038425935361,0.0006091875744183383,0.03363468160976085,8.422735529643448e-05,D,43,,,,,,,,,,,,,,
26,0.032250949163748766,0.03167175180521865,0.000579197393079407,0.03491851069543942,8.306559326618263e-05,D,43,,,,,,,,,,,,,,
27,0.03198987375679603,0.031440771394851325,0.0005491023586348345,0.03442227909557222,8.187119948743452e-05,D,43,,,,,,,,,,,,,,
28,0.031324128915417256,0.030756824853965612,0.0005673040888026824,0.03523667221096285,8.064535268264887e-05,D,43,,,,,,,,,,,,,,
29,0.03034336184029161,0.02981699774516275,0.0005263640611897417,0.03434204113257974,7.938926261462371e-05,D,43,,,,,,,,,,,,,,
30,0.030402350531599214,0.029870286154711052,0.0005320643447565182,0.037703116236796196,7.810416889260659e-05,D,43,0.6863716352527266,0.034501930826656854,1.0,0.7198579763214681,0.9170682632026571,0.5741844051176983,0.513585765291638,0.4222569955995751,0.7096058974163771,0.5517067934167913,1.0,0.5386440996928333,0.36043678303969173,0.6946910196059038
31,0.030600399002167572,0.030071057147888727,0.0005293418067951648,0.036857569120806725,7.679133974894988e-05,D,43,,,,,,,,,,,,,,
32,0.02937325456951851,0.028899831070323016,0.000473423507694665,0.03702323638237396,7.545207078751862e-05,D,43,,,,,,,,,,,,,,
33,0.028564394375234194,0.0281012443478567,0.0004631500047437413,0.035883727944048725,7.408768370508582e-05,D,43,,,,,,,,,,,,,,
34,0.028211773627753005,0.02776007015789311,0.00045170347290497627,0.03447589862411379,7.26995249869774e-05,D,43,,,,,,,,,,,,,,
35,0.028701995269180262,0.028280714814310975,0.0004212804780038397,0.03189859325000158,7.12889645782537e-05,D,43,,,,,,,,,,,,,,
36,0.027482853165335504,0.027079802399753192,0.00040305075480652784,0.03518732159396294,6.985739453173908e-05,D,43,,,,,,,,,,,,,,
37,0.027685326310405153,0.027244245052511534,0.00044108122311983973,0.034779054371873466,6.840622763423397e-05,D,43,,,,,,,,,,,,,,
38,0.026696881425236883,0.026304529409353104,0.00039235200532961175,0.03468494879051021,6.693689601226464e-05,D,43,,,,,,,,,,,,,,
39,0.026277341701965662,0.025881096701170142,0.000396245017209597,0.03464122348537682,6.545084971874744e-05,D,43,,,,,,,,,,,,,,
40,0.026808141848246297,0.02640564110914033,0.00040250072035483245,0.035753949711332646,6.394955530196154e-05,D,43,0.7167137207981968,0.776241418295758,0.9783238074222965,0.9893671067526519,0.6805708815991904,0.39574123449443727,0.9508831158034697,1.0,1.0,0.7231399327608381,0.42499085700330064,0.6856878787642811,0.7464775695469774,0.7828704814600466
41,0.025969956312409625,0.02559820431062828,0.0003717519830647516,0.035857114011760866,6.24344943582428e-05,D,43,,,,,,,,,,,,,,
42,0.025996867884864112,0.025631226945515204,0.00036564094014039845,0.03589162516449501,6.0907162069827195e-05,D,43,,,,,,,,,,,,,,
43,0.024593054671709934,0.02424928533002481,0.00034376933684408085,0.03167368915277681,5.93690657292863e-05,D,43,,,,,,,,,,,,,,
44,0.024500509889249667,0.024159629036424848,0.0003408808437327508,0.03680199232154986,5.7821723252011606e-05,D,43,,,,,,,,,,,,,,
45,0.02377099400648517,0.02342779127603892,0.00034320270927171896,0.03115151913651655,5.6266661678215284e-05,D,43,,,,,,,,,,,,,,
46,0.024137489758306655,0.023816445939091057,0.00032104385280933766,0.03657746577269924,5.470541566592577e-05,D,43,,,,,,,,,,,,,,
47,0.024062032567092537,0.02374594588819272,0.0003160866795186146,0.03555231214507569,5.313952597646573e-05,D,43,,,,,,,,,,,,,,
48,0.023824101808345346,0.023529583268100396,0.0002945185378100373,0.034929201540143076,5.1570537953906474e-05,D,43,,,,,,,,,,,,,,
49,0.02324845721629077,0.022934108853371094,0.00031434835419888625,0.03597539845770379,5.0000000000000057e-05,D,43,,,,,,,,,,,,,,
50,0.022168563067864425,0.02188888853202173,0.00027967452270395027,0.03867174460740879,4.842946204609364e-05,D,43,0.999995078710284,0.958277080984565,0.32911254570243886,0.6654168663820007,0.678628497657944,0.9900119746454523,0.40329843215303035,0.9792980145747011,0.7247531160743603,0.9644231717040191,0.9909667599240247,0.6608348355458913,0.9791360798474245,0.7386744214363863
51,0.023314929523253283,0.023035011342851904,0.0002799181789853293,0.03790524080219562,4.686047402353438e-05,D,43,,,,,,,,,,,,,,
52,0.02241701877394491,0.022161016798293794,0.00025600196629425284,0.03725107467841207,4.529458433407433e-05,D,43,,,,,,,,,,,,,,
53,0.02201121721875005,0.0217509706988356,0.0002602465001905042,0.03762038662395579,4.3733338321784836e-05,D,43,,,,,,,,,,,,,,
