epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,test/sim_max_reward_10000,train/mean_score,test/mean_score
0,0.10633548000824461,0.06520863230291166,0.0,uniform,42,0.20451270926089746,0.0,0.20451270926089746,0.0
