epoch,train_loss,val_loss,lr,group,seed,train/sim_max_reward_0,test/sim_max_reward_10000,train/mean_score,test/mean_score
0,1.5436718463897705,5.383434772491455,0.0,D,42,0.19029749660605202,0.0,0.19029749660605202,0.0
