epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,test/sim_max_reward_10000,train/mean_score,test/mean_score
0,0.09614515409390258,0.0685060051841694,0.0,uniform,42,0.19029749660605202,0.0,0.19029749660605202,0.0
