epoch,train_loss,val_loss,lr,mode,seed,train/sim_max_reward_0,train/sim_max_reward_1,test/sim_max_reward_10000,test/sim_max_reward_10001,test/sim_max_reward_10002,test/sim_max_reward_10003,test/sim_max_reward_10004,test/sim_max_reward_10005,test/sim_max_reward_10006,test/sim_max_reward_10007,test/sim_max_reward_10008,test/sim_max_reward_10009,train/mean_score,test/mean_score
54,0.02159690862058096,0.03617957948968468,4.21782767479885e-05,uniform,42,,,,,,,,,,,,,,
55,0.021010017161836113,0.04074357322400861,4.0630934270713814e-05,uniform,42,,,,,,,,,,,,,,
56,0.021775342479212274,0.040558332159069545,3.909283793017293e-05,uniform,42,,,,,,,,,,,,,,
57,0.021201683021376306,0.038833481975291906,3.75655056417573e-05,uniform,42,,,,,,,,,,,,,,
58,0.020690659465928497,0.04069938357396607,3.605044469803859e-05,uniform,42,,,,,,,,,,,,,,
59,0.02129123548791778,0.03946098252608065,3.454915028125269e-05,uniform,42,,,,,,,,,,,,,,
60,0.020677391788829415,0.0391116983371607,3.3063103987735474e-05,uniform,42,0.41075903609699455,0.955525509113493,1.0,0.9299374324990763,0.9536103171291851,0.704460227952943,0.9991416463724556,0.5741571460066243,1.0,0.7232546723832632,0.9665300353051125,0.6679352077002695,0.6831422726052437,0.8519026685348929
61,0.01986405935386891,0.0366167023255114,3.159377236576616e-05,uniform,42,,,,,,,,,,,,,,
62,0.02003391738275461,0.04114967216982653,3.0142605468261005e-05,uniform,42,,,,,,,,,,,,,,
63,0.019896420081197307,0.03986232336447166,2.8711035421746404e-05,uniform,42,,,,,,,,,,,,,,
64,0.01933916149203453,0.04102438882140345,2.73004750130227e-05,uniform,42,,,,,,,,,,,,,,
65,0.018862941311828293,0.043245798581394185,2.5912316294914263e-05,uniform,42,,,,,,,,,,,,,,
66,0.018988425384347654,0.04249531180646859,2.4547929212481466e-05,uniform,42,,,,,,,,,,,,,,
67,0.017676731718698907,0.041962276738986636,2.320866025105019e-05,uniform,42,,,,,,,,,,,,,,
68,0.01770339690717353,0.041754888455595884,2.1895831107393498e-05,uniform,42,,,,,,,,,,,,,,
69,0.017714666148495047,0.03934687882694497,2.061073738537638e-05,uniform,42,,,,,,,,,,,,,,
70,0.01749314143982652,0.04432536730657152,1.9354647317351198e-05,uniform,42,0.5529197335749355,0.8213358317483175,0.906756805022745,0.6787381948228395,0.5684564302322369,0.7523048621816776,0.9986668536138569,0.5286820182951865,0.9892882735047804,0.7117689106453942,1.0,1.0,0.6871277826616264,0.8134662348318716
71,0.01728176704833122,0.04348263883015566,1.812880051256554e-05,uniform,42,,,,,,,,,,,,,,
72,0.01780171897379307,0.041615224840413585,1.693440673381744e-05,uniform,42,,,,,,,,,,,,,,
73,0.016582918769373237,0.04150399583669608,1.577264470356559e-05,uniform,42,,,,,,,,,,,,,,
74,0.016949504698634866,0.04277086851366779,1.464466094067265e-05,uniform,42,,,,,,,,,,,,,,
75,0.01663147513973757,0.04461596689856889,1.3551568628929456e-05,uniform,42,,,,,,,,,,,,,,
76,0.01697793105207577,0.044032737132357926,1.249444651847704e-05,uniform,42,,,,,,,,,,,,,,
77,0.01614870091700077,0.05149402207319151,1.1474337861210562e-05,uniform,42,,,,,,,,,,,,,,
78,0.015942587538832497,0.04851777776422208,1.0492249381215497e-05,uniform,42,,,,,,,,,,,,,,
79,0.015591148563706728,0.045175485604589706,9.549150281252648e-06,uniform,42,,,,,,,,,,,,,,
80,0.01511273583682459,0.05171668176424869,8.645971286271927e-06,uniform,42,1.0,0.9600033138969737,0.9632805935777294,0.6670304237617471,0.9060181556895974,0.9705541176893915,0.9576192625028701,0.9752434449456229,1.0,0.6933746374520454,0.9515711460241941,0.9626260571526656,0.9800016569484868,0.9047317838795863
81,0.01574442398252019,0.050231799705509554,7.78360372489927e-06,uniform,42,,,,,,,,,,,,,,
82,0.015404496330060836,0.049569617396449314,6.962898649802823e-06,uniform,42,,,,,,,,,,,,,,
83,0.014628590525811586,0.048361124688138565,6.184665997806831e-06,uniform,42,,,,,,,,,,,,,,
84,0.015253177686632303,0.04873690917401722,5.449673790581619e-06,uniform,42,,,,,,,,,,,,,,
85,0.015712399514582517,0.04811917850257535,4.75864737669904e-06,uniform,42,,,,,,,,,,,,,,
86,0.014580106490256007,0.0543935865359871,4.112268715800961e-06,uniform,42,,,,,,,,,,,,,,
87,0.014889124429604987,0.052173698085703345,3.5111757055874383e-06,uniform,42,,,,,,,,,,,,,,
88,0.014141302052818452,0.05236495733996363,2.9559615522887324e-06,uniform,42,,,,,,,,,,,,,,
89,0.013935096305451524,0.0574152050899309,2.4471741852423276e-06,uniform,42,,,,,,,,,,,,,,
90,0.01436618338015036,0.052164241145446634,1.9853157161528557e-06,uniform,42,0.7210623132287121,1.0,0.9954335639817763,0.6243231639193512,0.6929105078807446,1.0,1.0,1.0,0.9802494340572638,0.645368926253251,1.0,1.0,0.8605311566143561,0.8938285596092387
91,0.014231819596204334,0.051745721676566624,1.5708419435684545e-06,uniform,42,,,,,,,,,,,,,,
92,0.014597912870027775,0.04999767106451225,1.2041619030626358e-06,uniform,42,,,,,,,,,,,,,,
93,0.013756785108186112,0.05439420533284806,8.856374635655655e-07,uniform,42,,,,,,,,,,,,,,
94,0.013786961129234146,0.04700116247935384,6.155829702431181e-07,uniform,42,,,,,,,,,,,,,,
95,0.01455178203749503,0.051967811213577526,3.9426493427611245e-07,uniform,42,,,,,,,,,,,,,,
96,0.013995403606465763,0.0545361705516514,2.2190176984600058e-07,uniform,42,,,,,,,,,,,,,,
97,0.013857882221140623,0.05774440952462324,9.866357858642222e-08,uniform,42,,,,,,,,,,,,,,
98,0.014119541453874552,0.0505295418251894,2.467198171342004e-08,uniform,42,,,,,,,,,,,,,,
99,0.01325690469779208,0.05295766918315438,0.0,uniform,42,,,,,,,,,,,,,,
