epoch,train_loss,val_loss,lr,group,seed,train/sim_max_reward_0,test/sim_max_reward_10000,train/mean_score,test/mean_score
0,3.6255587339401245,1.446791410446167,0.0,D,42,0.22970392420451718,0.0,0.22970392420451718,0.0
